protein,ligand,category,DG_prediction_kcalmol,CYS_SG_to_aldC_distance_A,LE,N_total,N_CC,N_CA,N_CP,N_PA
A9,34_4-hydroxy-2-nonenal,"α,β-Unsat",-7.35,2.733,0.6681818181818181,69.09494327334556,8.481864919758323,12.722797379637484,19.156112389579906,28.734168584369858
A9,35_Cinnamaldehyde,Aromatic,-7.42,2.011,0.742,70.10239468621529,9.110273538771585,13.665410308157375,18.930684335714535,28.3960265035718
A9,36_3-(4-Isopropylphenyl)-2-methylpropanal,Aromatic,-8.32,2.101,0.5942857142857143,88.38602329450914,15.283416528008878,22.925124792013314,20.070992789794786,30.106489184692173
A9,"38_(2R)-2-[(2S,3R,4S)-3,4-Dihydroxy-5-oxo -tetrahydrofuran-2-yl]-2-hydroxy-acetaldehyde",Aromatic,-6.69,2.924,0.5575,66.74565560821486,0.0,0.0,26.698262243285946,40.047393364928915
A9,39_4-nitrobenzaldehyde,Aromatic,-6.63,2.023,0.6027272727272727,48.859112740094574,5.549255161310809,8.323882741966212,13.99438993472702,20.991584902090526
A9,3_propylaldehyde,Short-chain,-5.93,2.375,1.4825,29.57553572743796,2.558579595780658,3.8378693936709865,9.271634695194527,13.907452042791787
A9,40_Furan-2-carbaldehyde,Aromatic,-7.97,1.963,0.4688235294117647,78.4120074181455,13.906892262324233,20.860338393486348,17.457910704933973,26.186866057400955
A9,41_Indole-3-acetaldehyde,Aromatic,-7.59,2.776,0.6325,74.97261328593443,9.769681237290115,14.654521855935172,20.21936407708366,30.329046115625488
A9,42_Glutamate-5-semialdehyde,Semialdehyde,-6.34,4.303,0.7044444444444444,46.901255077585866,2.153392958128893,3.230089437193339,16.607109072905455,24.910663609358178
A9,43_Glutamate-1-semialdehyde,Semialdehyde,-6.25,2.941,0.6944444444444444,43.7511707813301,2.008762087806803,3.0131431317102044,15.491706224725238,23.237559337087855
A9,44_glutarate semialdehyde,Semialdehyde,-6.43,6.194,0.80375,46.011965942650676,3.742613309775206,5.613919964662808,14.662173067285066,21.993259600927598
A9,45_adipate semialdehyde,Semialdehyde,-6.66,7.153,0.74,51.875797590387954,4.894135664002501,7.341203496003752,15.85618337215268,23.784275058229017
A9,46_Succinic semialdehyde,Semialdehyde,-6.21,3.974,0.8871428571428571,40.12171003635623,2.74178392485113,4.112675887276695,13.30690008969136,19.960350134537038
A9,47_methylmalonate semialdehyde,Semialdehyde,-6.17,3.086,0.8814285714285715,39.237833588658724,2.4929103606661176,3.7393655409991764,13.202223074797372,19.803334612196057
A9,48_alpha-aminoadipate semialdehyde,Semialdehyde,-6.55,6.962,0.655,52.55787299983384,3.096534684240211,4.644802026360316,17.926614515693327,26.889921773539985
A9,49_2-Aminomuconic semialdehyde,Semialdehyde,-6.46,7.803,0.646,49.90065667897047,2.775640860006601,4.163461290009901,17.18462181158159,25.77693271737238
A9,4_malonaldehyde,Short-chain,-5.9,3.818,1.1800000000000002,30.500877273010108,1.8039235515167278,2.7058853272750913,10.396427357687315,15.594641036530973
A9,50_10-formyltetrahydrofolate,Other,-8.05,15.536,0.23676470588235296,107.71826439811767,4.556123523159056,6.8341852847385836,38.531182236088014,57.796773354132014
A9,52_Triose phosphate,Other,-6.11,5.304,0.611,41.31465464298556,0.9027252039492342,1.354087805923851,15.623136653244991,23.434704979867483
A9,53_Pyridoxal phosphate,Other,-6.82,7.112,0.42625,58.21929963897125,4.885414309904633,7.32812146485695,18.40230554568387,27.6034583185258
A9,57_S-3-oxopropylglutathione,Other,-8.19,6.001,0.34125,123.8369997625745,0.7690277685256047,1.153541652788407,48.7657721365042,73.14865820475629
A9,58_S-(4-oxobutan-2-yl)glutathione,Other,-8.21,6.521,0.3284,120.33050178044155,2.305532414113276,3.4582986211699143,45.826668298063346,68.74000244709501
A9,5_butyraldehyde,Short-chain,-6.2,2.17,1.24,37.07646625683165,3.689602745438174,5.53440411815726,11.140983757294487,16.711475635941728
A9,60_S-Formylglutathione,Other,-7.58,4.076,0.34454545454545454,101.89573459715639,0.0,0.0,40.758293838862556,61.137440758293835
A9,6_amylaldehyde,Short-chain,-6.4,2.554,1.0666666666666667,42.0594973649725,4.732394445182156,7.098591667773234,12.091404500806846,18.137106751210265
A9,7_glutaraldehyde,Medium-chain,-6.4,1.781,0.9142857142857144,44.659063142173416,3.8027192265560665,5.704078839834099,14.0609060303133,21.091359045469947
A9,8_hexanal,Medium-chain,-6.65,2.442,0.9500000000000001,48.23600068477582,6.0545828059530615,9.081874208929591,13.239817467957264,19.859726201935896
A9,9_2-hydroxypropionaldehyde,Short-chain,-5.94,2.403,1.1880000000000002,32.395923958633034,1.69117521705384,2.5367628255807597,11.267194366399375,16.90079154959906
